41|762-266|FD140|1.72264|1.73105|1.73423|1.74031|1.74480|1.74912|1.75359|1.75487|1.75608|1.76157|1.76182|1.76857|1.78222|1.78399|1.79975|1.81555||||||||0.995|0.995|0.995|0.998|0.998|0.996|0.996|0.996|0.996|0.996|0.996|0.996|0.995|0.995|0.995|0.994|0.992|0.989|0.994|0.993|0.982|0.976|0.966|0.954|0.924|0.812|0.663|0.392|0.091|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000
42|808-228|FD225|1.76113|1.77082|1.77458|1.78185|1.78728|1.79253|1.79799|1.79956|1.80103|1.80778|1.80809|1.81643|1.83349|1.83572|1.85580|1.87636||0.750|0.799|0.868|0.946|0.966|0.978|0.990 |0.990 |0.994 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.999 |0.999 |0.999 |0.997 |0.996 |0.996 |0.996 |0.995 |0.994 |0.992 |0.984 |0.981 |0.975 |0.967 |0.953 |0.890 |0.753 |0.397 |0.048 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
43|921-240|FDS24|1.87097|1.88084|1.88482|1.89264|1.89854|1.90425|1.91020|1.91191|1.91351|1.92086|1.92119|1.93024|1.94865|1.95105|1.97250|1.99420|2.03607|0.925|0.944|0.978|0.995|0.999|0.997|0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.998 |0.998 |0.997 |0.997 |0.997 |0.997 |0.996 |0.995 |0.992 |0.989 |0.989 |0.983 |0.958 |0.942 |0.920 |0.881 |0.806 |0.657 |0.521 |0.301 |0.069 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
44|847-238|FDS90|1.79930|1.80923|1.81300|1.82028|1.82572|1.83100|1.83649|1.83807|1.83956|1.84636|1.84666|1.85505|1.87209|1.87430|1.89413|1.91423||0.879|0.902|0.953|0.983|0.994|0.999|0.993 |0.994 |0.996 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.998 |0.997 |0.997 |0.997 |0.995 |0.992 |0.988 |0.991 |0.990 |0.977 |0.968 |0.954 |0.937 |0.895 |0.786 |0.653 |0.393 |0.089 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
45|847-238|FDS90-SG|1.79930|1.80923|1.81300|1.82028|1.82572|1.83100|1.83649|1.83807|1.83956|1.84636|1.84666|1.85505|1.87209|1.87430|1.89413|1.91423||0.879|0.902|0.953|0.983|0.994|0.999|0.993|0.994|0.996|0.999|0.999|0.999|0.999|0.999|0.999|0.998|0.998|0.998|0.997|0.997|0.997|0.995|0.994|0.993|0.996|0.995|0.983|0.975|0.966|0.952|0.921|0.825|0.686|0.415|0.121|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000
46|847-239|FDS90(P)|1.79981|1.80935|1.81308|1.82033|1.82577|1.83104|1.83653|1.83810|1.83958|1.84636|1.84666|1.85502|1.87199|1.87419|1.89394|1.91392||0.879|0.902|0.953|0.983|0.994|0.999|0.993 |0.994 |0.996 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.998 |0.997 |0.997 |0.997 |0.995 |0.992 |0.988 |0.991 |0.990 |0.977 |0.968 |0.954 |0.937 |0.895 |0.786 |0.653 |0.393 |0.089 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
47|923-209|E-FDS1|1.86574|1.87735|1.88185|1.89064|1.89724|1.90366|1.91038|1.91231|1.91413|1.92248|1.92286|1.93323|1.95457|1.95738|1.98281|2.00919||0.845|0.895|0.938|0.987|0.999|0.999|0.993 |0.992 |0.995 |0.998 |0.998 |0.997 |0.999 |0.997 |0.996 |0.996 |0.996 |0.996 |0.997 |0.996 |0.997 |0.997 |0.997 |0.996 |0.993 |0.983 |0.960 |0.944 |0.919 |0.868 |0.737 |0.376 |0.122 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
48|923-209|E-FDS1-W|1.86574|1.87735|1.88185|1.89064|1.89724|1.90366|1.91038|1.91231|1.91413|1.92248|1.92286|1.93323|1.95457|1.95738|1.98281|2.00919||||||||0.985 |0.983 |0.990 |0.997 |0.998 |0.999 |0.998 |0.999 |0.998 |0.998 |0.998 |0.998 |0.998 |0.999 |0.999 |0.999 |0.998 |0.998 |0.998 |0.996 |0.989 |0.983 |0.976 |0.963 |0.926 |0.710 |0.353 |0.039 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
49|003-193|E-FDS2|1.93868|1.95043|1.95534|1.96525|1.97285|1.98031|1.98813|1.99038|1.99251|2.00228|2.00272|2.01489|2.04003|2.04335|2.07351|2.10498||0.857|0.904|0.941|0.982|0.988|0.996|0.995|0.994|0.997|0.998|0.999|0.998|0.996|0.998|0.998|0.998|0.998|0.998|0.996|0.998|0.996|0.998|0.995|0.992|0.993|0.984|0.954|0.928|0.884|0.774|0.457|0.032|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000
50|104-170|E-FDS3|2.02712|2.04059|2.04640|2.05829|2.06751|2.07659|2.08618|2.08895|2.09157|2.10365|2.10420|2.11935|2.15106|2.15527|2.19408|||0.925|0.947|0.978|0.996|0.998|0.999|0.996 |0.995 |0.999 |0.999 |0.998 |0.998 |0.997 |0.997 |0.996 |0.996 |0.996 |0.995 |0.995 |0.994 |0.994 |0.993 |0.992 |0.988 |0.982 |0.965 |0.925 |0.891 |0.814 |0.570 |0.081 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
51|946-180|FDS18|1.87905|1.89275|1.89799|1.90819|1.91587|1.92337|1.93123|1.93350|1.93564|1.94550|1.94595|1.95825|1.98383|1.98722|2.01825|2.05106||0.860|0.900|0.934|0.982|0.991|0.999|0.980 |0.979 |0.982 |0.986 |0.988 |0.990 |0.990 |0.990 |0.992 |0.993 |0.996 |0.998 |0.999 |0.996 |0.995 |0.994 |0.992 |0.987 |0.982 |0.966 |0.923 |0.894 |0.845 |0.743 |0.491 |0.074 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
52|946-180|FDS18-W|1.87905|1.89275|1.89799|1.90819|1.91587|1.92337|1.93123|1.93350|1.93564|1.94550|1.94595|1.95825|1.98383|1.98722|2.01825|2.05106||||||||0.985 |0.982 |0.990 |0.997 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.997 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.997 |0.996 |0.991 |0.980 |0.974 |0.963 |0.943 |0.863 |0.360 |0.046 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
53|593-354|FF5|1.56755|1.57365|1.57579|1.57970|1.58249|1.58513|1.58782|1.58858|1.58930|1.59256|1.59270|1.59666|1.60454|1.60555|1.61445|1.62320|1.63952|||||||||||||||||||||||0.999|0.998|0.998|0.998|0.995|0.992|0.991|0.988|0.982|0.964|0.939|0.878|0.721|0.372|0.042|0.000|0.000|0.000|0.000|0.000|0.000|0.000
54|752-251|FF8|1.70993|1.71979|1.72326|1.72969|1.73437|1.73887|1.74352|1.74485|1.74611|1.75185|1.75211|1.75918|1.77355|1.77541|1.79214|1.80912||||||||0.984 |0.982 |0.980 |0.996 |0.997 |0.996 |0.997 |0.996 |0.996 |0.996 |0.996 |0.996 |0.996 |0.997 |0.996 |0.996 |0.999 |0.999 |0.999 |0.996 |0.987 |0.981 |0.975 |0.960 |0.932 |0.846 |0.748 |0.566 |0.262 |0.030 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
55|702-412|BAFD7|1.67616|1.68194|1.68408|1.68809|1.69098|1.69372|1.69651|1.69730|1.69804|1.70139|1.70154|1.70559|1.71356|1.71457|1.72339|1.73189|1.74719|||||||0.997 |0.996 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.995 |0.998 |0.998 |0.999 |0.993 |0.990 |0.982 |0.975 |0.962 |0.924 |0.882 |0.799 |0.636 |0.351 |0.064 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
56|723-380|BAFD8|1.69569|1.70179|1.70410|1.70848|1.71168|1.71471|1.71781|1.71869|1.71952|1.72325|1.72342|1.72793|1.73685|1.73799|1.74793|1.75759|1.77526|||||||0.996 |0.995 |0.997 |0.999 |0.999 |0.999 |0.999 |0.998 |0.999 |0.999 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.994 |0.990 |0.984 |0.974 |0.945 |0.854 |0.747 |0.573 |0.322 |0.084 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
57|744-449|LAF2|1.71882|1.72456|1.72670|1.73070|1.73359|1.73630|1.73906|1.73984|1.74057|1.74386|1.74400|1.74794|1.75563|1.75660|1.76496|1.77285|1.78660|||||||0.997|0.997|0.998|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.998|0.997|0.996|0.997|0.999|0.996|0.994|0.990|0.987|0.985|0.977|0.965|0.940|0.895|0.801|0.655|0.450|0.219|0.052|0.000|0.000|0.000|0.000
58|743-492|NBF1|1.71767|1.72452|1.72681|1.73083|1.73361|1.73617|1.73874|1.73946|1.74014|1.74317|1.74330|1.74690|1.75384|1.75471|1.76214|1.76907|1.78109|||||||0.991 |0.989 |0.990 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.999 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.997 |0.995 |0.991 |0.984 |0.977 |0.964 |0.943 |0.902 |0.841 |0.755 |0.637 |0.472 |0.254 |0.068 |0.000 |0.000
59|805-396|NBFD3|1.77363|1.78085|1.78348|1.78836|1.79185|1.79514|1.79849|1.79943|1.80032|1.80433|1.80450|1.80932|1.81879|1.81998|1.83038|1.84030|1.85788|||||||0.994 |0.993 |0.996 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.999 |0.997 |0.994 |0.989 |0.985 |0.978 |0.966 |0.940 |0.906 |0.850 |0.735 |0.497 |0.154 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
60|834-373|NBFD10|1.80057|1.80833|1.81116|1.81642|1.82020|1.82378|1.82742|1.82845|1.82942|1.83381|1.83400|1.83930|1.84975|1.85108|1.86268|1.87385|1.89393|0.577|0.704|0.894|0.966|0.988|0.996|0.996 |0.993 |0.996 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.993 |0.988 |0.980 |0.969 |0.950 |0.906 |0.859 |0.771 |0.605 |0.328 |0.081 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
61|786-439|NBFD11|1.75824|1.76450|1.76688|1.77134|1.77453|1.77752|1.78053|1.78138|1.78218|1.78574|1.78590|1.79015|1.79842|1.79946|1.80846|1.81696|1.83175|||||||0.996|0.994|0.997|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.998|0.999|0.999|0.999|0.999|0.999|0.995|0.995|0.990|0.986|0.977|0.964|0.944|0.919|0.866|0.776|0.632|0.396|0.116|0.000|0.000|0.000|0.000
62|806-407|NBFD13|1.77547|1.78282|1.78545|1.79027|1.79371|1.79694|1.80022|1.80115|1.80202|1.80593|1.80610|1.81081|1.82001|1.82117|1.83123|1.84081|1.85785|||||||0.997 |0.996 |0.997 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.993 |0.990 |0.983 |0.974 |0.963 |0.936 |0.908 |0.856 |0.768 |0.591 |0.285 |0.055 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
63|806-333|NBFD15|1.77141|1.77904|1.78191|1.78735|1.79133|1.79512|1.79902|1.80012|1.80117|1.80589|1.80610|1.81184|1.82325|1.82470|1.83750|1.84998|1.87290|0.922|0.943|0.987|0.999|0.999|0.999|0.999 |0.998 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.996 |0.996 |0.997 |0.996 |0.996 |0.996 |0.996 |0.996 |0.986 |0.981 |0.972 |0.964 |0.949 |0.914 |0.871 |0.784 |0.602 |0.274 |0.029 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
64|806-333|NBFD15-W|1.77141|1.77904|1.78191|1.78735|1.79133|1.79512|1.79902|1.80012|1.80117|1.80589|1.80610|1.81184|1.82325|1.82470|1.83750|1.84998|1.87290|0.922|0.943|0.987|0.999|0.999|0.999|0.999 |0.998 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.996 |0.996 |0.997 |0.996 |0.996 |0.996 |0.996 |0.996 |0.988 |0.985 |0.982 |0.978 |0.968 |0.943 |0.900 |0.825 |0.643 |0.310 |0.035 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
65|773-496|TAF1|1.74573|1.75295|1.75536|1.75958|1.76247|1.76514|1.76780|1.76854|1.76924|1.77236|1.77250|1.77621|1.78336|1.78426|1.79193|1.79909|1.81143|0.464|0.601|0.854|0.958|0.988|0.999|0.992|0.993|0.999|0.999|0.998|0.998|0.999|0.999|0.999|0.999|0.999|0.998|0.998|0.996|0.997|0.998|0.999|0.999|0.999|0.999|0.999|0.999|0.995|0.994|0.989|0.983|0.977|0.967|0.934|0.900|0.835|0.736|0.604|0.429|0.189|0.027|0.000|0.000
66|804-465|TAF3|1.77587|1.78301|1.78551|1.79001|1.79316|1.79607|1.79900|1.79983|1.80060|1.80405|1.80420|1.80831|1.81630|1.81730|1.82594|1.83408|1.84820|0.476|0.612|0.853|0.959|0.989|0.999|0.997 |0.995 |0.990 |0.996 |0.998 |0.998 |0.999 |0.999 |0.998 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.995 |0.993 |0.989 |0.982 |0.970 |0.959 |0.942 |0.906 |0.843 |0.750 |0.593 |0.355 |0.098 |0.000 |0.000 |0.000 |0.000
67|804-465|TAF3D|1.77604|1.78311|1.78559|1.79005|1.79318|1.79608|1.79900|1.79983|1.80060|1.80405|1.80420|1.80831|1.81630|1.81730|1.82594|1.83405|1.84813|0.554|0.693|0.906|0.964|0.988|0.995|0.995|0.995|0.996|0.998|0.998|0.998|0.998|0.998|0.998|0.998|0.999|0.998|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.998|0.996|0.994|0.992|0.987|0.975|0.963|0.942|0.907|0.846|0.737|0.570|0.324|0.085|0.000|0.000|0.000|0.000
68|835-427|TAFD5F|1.80417|1.81159|1.81423|1.81908|1.82251|1.82573|1.82898|1.82990|1.83076|1.83463|1.83481|1.83945|1.84852|1.84967|1.85956|1.86894|1.88540|0.555|0.684|0.892|0.971|0.995|0.999|0.994 |0.994 |0.995 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.997 |0.997 |0.997 |0.996 |0.998 |0.998 |0.998 |0.997 |0.998 |0.999 |0.999 |0.998 |0.993 |0.988 |0.987 |0.978 |0.965 |0.944 |0.922 |0.877 |0.796 |0.675 |0.459 |0.189 |0.020 |0.000 |0.000 |0.000 |0.000
69|835-427|TAFD5G|1.80419|1.81159|1.81424|1.81908|1.82251|1.82573|1.82898|1.82990|1.83076|1.83463|1.83481|1.83945|1.84852|1.84967|1.85956|1.86893|1.88536|0.602|0.734|0.918|0.965|0.986|0.993|0.994 |0.993 |0.995 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.998 |0.998 |0.998 |0.999 |0.999 |0.999 |0.998 |0.998 |0.997 |0.997 |0.994 |0.991 |0.987 |0.982 |0.973 |0.955 |0.938 |0.908 |0.860 |0.784 |0.654 |0.465 |0.217 |0.034 |0.000 |0.000 |0.000 |0.000
70|904-313|TAFD25|1.86291|1.87180|1.87516|1.88152|1.88619|1.89066|1.89526|1.89657|1.89781|1.90341|1.90366|1.91048|1.92412|1.92587|1.94128|1.95643|1.98458|0.717|0.822|0.946|0.988|0.999|0.999|0.997 |0.996 |0.998 |0.999 |0.998 |0.998 |0.998 |0.998 |0.997 |0.997 |0.996 |0.996 |0.996 |0.997 |0.997 |0.996 |0.995 |0.995 |0.995 |0.996 |0.986 |0.980 |0.969 |0.955 |0.926 |0.854 |0.775 |0.619 |0.352 |0.069 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
71|883-408|TAFD30|1.85031|1.85783|1.86060|1.86576|1.86948|1.87299|1.87657|1.87758|1.87853|1.88281|1.88300|1.88815|1.89821|1.89948|1.91044|1.92081|1.93893|0.736|0.841|0.955|0.986|0.998|0.999|0.996|0.996|0.999|0.999|0.999|0.998|0.998|0.998|0.997|0.997|0.998|0.997|0.998|0.997|0.997|0.997|0.999|0.999|0.999|0.999|0.997|0.992|0.987|0.980|0.971|0.953|0.935|0.906|0.860|0.781|0.672|0.537|0.370|0.183|0.029|0.000|0.000|0.000
72|881-401|TAFD33|1.84833|1.85566|1.85841|1.86359|1.86734|1.87088|1.87450|1.87552|1.87648|1.88081|1.88100|1.88622|1.89644|1.89774|1.90896|1.91964|1.93853|0.718|0.827|0.953|0.987|0.999|0.999|0.995 |0.994 |0.995 |0.996 |0.996 |0.996 |0.997 |0.996 |0.997 |0.997 |0.997 |0.997 |0.996 |0.998 |0.999 |0.998 |0.997 |0.996 |0.995 |0.993 |0.986 |0.980 |0.972 |0.961 |0.943 |0.904 |0.864 |0.794 |0.672 |0.464 |0.171 |0.017 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
73|911-353|TAFD35|1.87352|1.88171|1.88481|1.89068|1.89497|1.89905|1.90323|1.90442|1.90554|1.91060|1.91082|1.91695|1.92907|1.93062|1.94412|1.95717|1.98085|0.723|0.829|0.960|0.994|0.999|0.999|0.989 |0.988 |0.990 |0.992 |0.992 |0.993 |0.994 |0.994 |0.994 |0.995 |0.996 |0.996 |0.996 |0.996 |0.996 |0.996 |0.995 |0.994 |0.993 |0.993 |0.984 |0.976 |0.966 |0.953 |0.931 |0.879 |0.820 |0.730 |0.550 |0.270 |0.030 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
74|900-374|TAFD37|1.86526|1.87300|1.87593|1.88149|1.88555|1.88940|1.89333|1.89444|1.89549|1.90022|1.90043|1.90615|1.91742|1.91885|1.93133|1.94331|1.96479|0.720|0.832|0.954|0.989|0.999|0.999|0.999 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.998 |0.997 |0.998 |0.997 |0.996 |0.995 |0.995 |0.994 |0.994 |0.992 |0.984 |0.977 |0.967 |0.955 |0.934 |0.884 |0.833 |0.745 |0.597 |0.364 |0.082 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
75|001-255|TAFD40|1.94888|1.95909|1.96321|1.97130|1.97739|1.98329|1.98941|1.99116|1.99282|2.00036|2.00069|2.00996|2.02872|2.03115|2.05283|2.07460||0.790|0.871|0.960|0.995|0.999|0.999|0.998|0.998|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.999|0.998|0.999|0.998|0.998|0.998|0.998|0.997|0.997|0.994|0.988|0.962|0.945|0.919|0.873|0.782|0.602|0.441|0.219|0.039|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.000
76|954-323|TAFD45|1.91243|1.92115|1.92453|1.93102|1.93582|1.94041|1.94513|1.94648|1.94775|1.95349|1.95375|1.96073|1.97465|1.97642|1.99206|2.00732|2.03532|||||||0.998 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.997 |0.986 |0.977 |0.964 |0.950 |0.921 |0.857 |0.788 |0.668 |0.454 |0.158 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
77|001-291|TAFD55|1.95443|1.96381|1.96756|1.97488|1.98035|1.98561|1.99105|1.99260|1.99406|2.00071|2.00100|2.00912|2.02540|2.02750|2.04600|2.06423||0.768|0.845|0.956|0.991|0.999|0.999|0.996 |0.995 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.998 |0.997 |0.999 |0.999 |0.998 |0.996 |0.981 |0.968 |0.950 |0.925 |0.870 |0.749 |0.633 |0.446 |0.191 |0.021 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
78|607-567|BACD2|1.58926|1.59398|1.59560|1.59848|1.60047|1.60231|1.60414|1.60466|1.60514|1.60729|1.60738|1.60994|1.61485|1.61547|1.62072|1.62561|1.63394|||||||0.994 |0.995 |0.988 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.998 |0.998 |0.998 |0.998 |0.999 |0.999 |0.999 |0.997 |0.997 |0.999 |0.999 |0.999 |0.997 |0.994 |0.994 |0.992 |0.987 |0.982 |0.969 |0.951 |0.908 |0.830 |0.700 |0.510 |0.270 |0.250 |0.000 |0.000 |0.000
79|613-586|BACD4|1.59442|1.59939|1.60105|1.60395|1.60592|1.60774|1.60954|1.61005|1.61052|1.61262|1.61272|1.61521|1.62000|1.62060|1.62570|1.63043|1.63850|||||||0.991|0.991|0.984|0.996|0.996|0.996|0.996|0.998|0.998|0.998|0.998|0.998|0.998|0.998|0.998|0.999|0.999|0.999|0.999|0.999|0.999|0.997|0.997|0.997|0.996|0.989|0.983|0.971|0.946|0.901|0.820|0.690|0.510|0.300|0.130|0.030|0.000|0.000
80|564-608|BACD11|1.54712|1.55181|1.55334|1.55598|1.55777|1.55940|1.56101|1.56146|1.56188|1.56376|1.56384|1.56605|1.57028|1.57081|1.57529|1.57945|1.58655|||||||0.991 |0.992 |0.979 |0.996 |0.996 |0.997 |0.997 |0.997 |0.997 |0.997 |0.998 |0.998 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.997 |0.996 |0.996 |0.997 |0.997 |0.995 |0.993 |0.985 |0.984 |0.944 |0.905 |0.834 |0.703 |0.516 |0.278 |0.097 |0.017
81|623-581|BACD15|1.60478|1.60941|1.61104|1.61397|1.61600|1.61787|1.61973|1.62025|1.62074|1.62290|1.62299|1.62555|1.63045|1.63106|1.63628|1.64115|1.64946|||||||0.993 |0.993 |0.984 |0.997 |0.997 |0.997 |0.996 |0.996 |0.996 |0.996 |0.996 |0.996 |0.997 |0.997 |0.998 |0.998 |0.997 |0.997 |0.997 |0.998 |0.997 |0.997 |0.996 |0.995 |0.994 |0.991 |0.986 |0.975 |0.959 |0.927 |0.870 |0.770 |0.620 |0.430 |0.220 |0.080 |0.010 |0.000
82|670-472|BAF10|1.64662|1.65279|1.65486|1.65852|1.66106|1.66342|1.66579|1.66646|1.66709|1.66990|1.67003|1.67340|1.67999|1.68082|1.68799|1.69480|1.70680|||||||||||||||||||||||0.997 |0.997 |0.997 |0.997 |0.990 |0.986 |0.982 |0.972 |0.969 |0.951 |0.921 |0.880 |0.780 |0.610 |0.320 |0.050 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
83|667-483|BAF11|1.64391|1.65012|1.65213|1.65564|1.65807|1.66033|1.66262|1.66326|1.66387|1.66660|1.66672|1.67000|1.67642|1.67723|1.68420|1.69077|1.70233|||||||0.997|0.996|0.995|0.999|0.998|0.997|0.997|0.997|0.997|0.997|0.997|0.997|0.997|0.997|0.999|0.999|0.999|0.999|0.999|0.999|0.997|0.990|0.986|0.980|0.976|0.966|0.946|0.904|0.830|0.660|0.270|0.110|0.010|0.000|0.000|0.000|0.000|0.000
84|613-444|E-ADF10|1.58842|1.59562|1.59788|1.60170|1.60427|1.60661|1.60895|1.60961|1.61022|1.61298|1.61310|1.61639|1.62277|1.62358|1.63052|1.63711|1.64889|||||||0.963 |0.954 |0.926 |0.992 |0.995 |0.995 |0.995 |0.996 |0.995 |0.995 |0.997 |0.998 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.996 |0.994 |0.992 |0.989 |0.984 |0.975 |0.954 |0.932 |0.893 |0.820 |0.670 |0.380 |0.090 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
85|654-396|E-ADF50|1.62711|1.63408|1.63647|1.64074|1.64370|1.64645|1.64921|1.64998|1.65071|1.65397|1.65412|1.65804|1.66572|1.66669|1.67519|1.68338|1.69815|||||||0.972 |0.967 |0.953 |0.993 |0.995 |0.994 |0.995 |0.994 |0.993 |0.992 |0.993 |0.992 |0.993 |0.993 |0.993 |0.993 |0.994 |0.995 |0.995 |0.995 |0.992 |0.987 |0.980 |0.969 |0.950 |0.909 |0.870 |0.790 |0.630 |0.380 |0.090 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
86|623-569|E-BACD10|1.60378|1.60900|1.61072|1.61370|1.61574|1.61762|1.61949|1.62001|1.62051|1.62270|1.62280|1.62541|1.63043|1.63106|1.63642|1.64139|1.64991|||||||0.995 |0.994 |0.992 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.998 |0.994 |0.989 |0.983 |0.967 |0.938 |0.884 |0.800 |0.660 |0.470 |0.250 |0.080 |0.010 |0.000
87|649-530|E-BACED20|1.62835|1.63350|1.63528|1.63846|1.64069|1.64275|1.64482|1.64540|1.64595|1.64839|1.64850|1.65141|1.65705|1.65775|1.66380|1.66943|1.67910|||||||0.995|0.995|0.994|0.997|0.997|0.997|0.997|0.998|0.998|0.998|0.998|0.998|0.998|0.998|0.998|0.997|0.997|0.997|0.997|0.997|0.996|0.995|0.994|0.992|0.990|0.984|0.978|0.966|0.945|0.903|0.820|0.700|0.530|0.320|0.140|0.040|0.010|0.000
88|624-471|E-BAF8|1.60310|1.60796|1.60974|1.61303|1.61537|1.61756|1.61978|1.62040|1.62099|1.62362|1.62374|1.62689|1.63304|1.63381|1.64049|1.64681|1.65786|||||||0.995 |0.993 |0.991 |0.998 |0.999 |0.999 |0.998 |0.998 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.999 |0.998 |0.997 |0.998 |0.998 |0.996 |0.995 |0.993 |0.990 |0.984 |0.962 |0.934 |0.883 |0.790 |0.610 |0.320 |0.080 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
89|626-357|E-F1|1.59975|1.60584|1.60805|1.61216|1.61511|1.61790|1.62074|1.62155|1.62230|1.62573|1.62588|1.63003|1.63825|1.63930|1.64854|1.65758|1.67427|||||||0.992 |0.993 |0.992 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.997 |0.998 |0.998 |0.997 |0.997 |0.996 |0.997 |0.997 |0.997 |0.997 |0.993 |0.989 |0.986 |0.982 |0.976 |0.946 |0.896 |0.769 |0.495 |0.119 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000 |0.000
